ID,TextID,Description,Objectives,ObjectiveOperation,,
7048,GUILD_STEP_KILL_WITH_MISSILE_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_2,AND,,
7049,GUILD_STEP_KILL_WITH_BIG_MORTAR_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_2,AND,,
7050,GUILD_STEP_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_2,AND,,
7051,GUILD_STEP_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_2,AND,,
7052,GUILD_STEP_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_2,AND,,
7053,GUILD_STEP_KILL_WITH_NAPALM_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_2,AND,,
7054,GUILD_STEP_KILL_WITH_RAILGUN_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_2,AND,,
7055,GUILD_STEP_KILL_WITH_FAST_TORPEDO_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_2,AND,,
7056,GUILD_STEP_KILL_WITH_BIG_TORPEDO_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_2,AND,,
7057,GUILD_STEP_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_2,AND,,
7058,GUILD_STEP_KILL_WITH_XPLO_CANNON_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_2,AND,,
7059,GUILD_STEP_WIN_DIFFICULTY_3,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_WIN_DIFFICULTY_3,AND,,
7060,GUILD_STEP_DESTROY_SHIPS_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_3,AND,,
7061,GUILD_STEP_DEAL_DAMAGE_DIFFICULTY_3,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_3,AND,,
7062,GUILD_STEP_HEAL_DIFFICULTY_3,QUEST_STEP_HEAL,GUILD_OBJECTIVE_HEAL_DIFFICULTY_3,AND,,
7063,GUILD_STEP_EARN_BATTLESTARS_DIFFICULTY_3,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_3,AND,,
7064,GUILD_STEP_SHOOTER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_3,AND,,
7065,GUILD_STEP_FIXER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_3,AND,,
7066,GUILD_STEP_SPEEDER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_3,AND,,
7067,GUILD_STEP_ENFORCER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_3,AND,,
7068,GUILD_STEP_DEFENDER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_3,AND,,
7069,GUILD_STEP_KILL_WITH_BLAST_CANNON_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_3,AND,,
7070,GUILD_STEP_KILL_WITH_STANDARD_CANNON_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_3,AND,,
7071,GUILD_STEP_KILL_WITH_SNIPER_CANNON_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_3,AND,,
7072,GUILD_STEP_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_3,AND,,
7073,GUILD_STEP_KILL_WITH_FIRE_BOMB_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_3,AND,,
7074,GUILD_STEP_KILL_WITH_FLARE_GUN_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_3,AND,,
7075,GUILD_STEP_KILL_WITH_GRENADE_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_3,AND,,
7076,GUILD_STEP_KILL_WITH_MINE_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_3,AND,,
7077,GUILD_STEP_KILL_WITH_MISSILE_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_3,AND,,
7078,GUILD_STEP_KILL_WITH_BIG_MORTAR_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_3,AND,,
7079,GUILD_STEP_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_3,AND,,
7080,GUILD_STEP_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_3,AND,,
7081,GUILD_STEP_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_3,AND,,
7082,GUILD_STEP_KILL_WITH_NAPALM_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_3,AND,,
7083,GUILD_STEP_KILL_WITH_RAILGUN_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_3,AND,,
7084,GUILD_STEP_KILL_WITH_FAST_TORPEDO_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_3,AND,,
7085,GUILD_STEP_KILL_WITH_BIG_TORPEDO_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_3,AND,,
7086,GUILD_STEP_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_3,AND,,
7087,GUILD_STEP_KILL_WITH_XPLO_CANNON_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_3,AND,,
7088,GUILD_STEP_WIN_DIFFICULTY_4,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_WIN_DIFFICULTY_4,AND,,
7089,GUILD_STEP_DESTROY_SHIPS_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_4,AND,,
7090,GUILD_STEP_DEAL_DAMAGE_DIFFICULTY_4,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_4,AND,,
7091,GUILD_STEP_HEAL_DIFFICULTY_4,QUEST_STEP_HEAL,GUILD_OBJECTIVE_HEAL_DIFFICULTY_4,AND,,
7092,GUILD_STEP_EARN_BATTLESTARS_DIFFICULTY_4,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_4,AND,,
7093,GUILD_STEP_SHOOTER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_4,AND,,
7094,GUILD_STEP_FIXER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_4,AND,,
7095,GUILD_STEP_SPEEDER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_4,AND,,
7096,GUILD_STEP_ENFORCER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_4,AND,,
7097,GUILD_STEP_DEFENDER_WIN_DIFFICULTY_4,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_4,AND,,
7098,GUILD_STEP_KILL_WITH_BLAST_CANNON_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_4,AND,,
7099,GUILD_STEP_KILL_WITH_STANDARD_CANNON_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_4,AND,,
7100,GUILD_STEP_KILL_WITH_SNIPER_CANNON_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_4,AND,,
7101,GUILD_STEP_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_4,AND,,
7102,GUILD_STEP_KILL_WITH_FIRE_BOMB_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_4,AND,,
7103,GUILD_STEP_KILL_WITH_FLARE_GUN_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_4,AND,,
7104,GUILD_STEP_KILL_WITH_GRENADE_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_4,AND,,
7105,GUILD_STEP_KILL_WITH_MINE_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_4,AND,,
7106,GUILD_STEP_KILL_WITH_MISSILE_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_4,AND,,
7107,GUILD_STEP_KILL_WITH_BIG_MORTAR_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_4,AND,,
7108,GUILD_STEP_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_4,AND,,
7109,GUILD_STEP_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,AND,,
7110,GUILD_STEP_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_4,AND,,
7111,GUILD_STEP_KILL_WITH_NAPALM_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_4,AND,,
7112,GUILD_STEP_KILL_WITH_RAILGUN_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_4,AND,,
7113,GUILD_STEP_KILL_WITH_FAST_TORPEDO_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_4,AND,,
7114,GUILD_STEP_KILL_WITH_BIG_TORPEDO_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_4,AND,,
7115,GUILD_STEP_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,AND,,
7116,GUILD_STEP_KILL_WITH_XPLO_CANNON_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_4,AND,,
7117,GUILD_STEP_WIN_DIFFICULTY_5,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_WIN_DIFFICULTY_5,AND,,
7118,GUILD_STEP_DESTROY_SHIPS_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_5,AND,,
7119,GUILD_STEP_DEAL_DAMAGE_DIFFICULTY_5,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_5,AND,,
7120,GUILD_STEP_HEAL_DIFFICULTY_5,QUEST_STEP_HEAL,GUILD_OBJECTIVE_HEAL_DIFFICULTY_5,AND,,
7121,GUILD_STEP_EARN_BATTLESTARS_DIFFICULTY_5,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_5,AND,,
7122,GUILD_STEP_SHOOTER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_5,AND,,
7123,GUILD_STEP_FIXER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_5,AND,,
7124,GUILD_STEP_SPEEDER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_5,AND,,
7125,GUILD_STEP_ENFORCER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_5,AND,,
7126,GUILD_STEP_DEFENDER_WIN_DIFFICULTY_5,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_5,AND,,
7127,GUILD_STEP_KILL_WITH_BLAST_CANNON_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_5,AND,,
7128,GUILD_STEP_KILL_WITH_STANDARD_CANNON_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_5,AND,,
7129,GUILD_STEP_KILL_WITH_SNIPER_CANNON_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_5,AND,,
7130,GUILD_STEP_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_5,AND,,
7131,GUILD_STEP_KILL_WITH_FIRE_BOMB_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_5,AND,,
7132,GUILD_STEP_KILL_WITH_FLARE_GUN_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_5,AND,,
7133,GUILD_STEP_KILL_WITH_GRENADE_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_5,AND,,
7134,GUILD_STEP_KILL_WITH_MINE_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_5,AND,,
7135,GUILD_STEP_KILL_WITH_MISSILE_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_5,AND,,
7136,GUILD_STEP_KILL_WITH_BIG_MORTAR_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_5,AND,,
7137,GUILD_STEP_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,AND,,
7138,GUILD_STEP_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,AND,,
7139,GUILD_STEP_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_5,AND,,
7140,GUILD_STEP_KILL_WITH_NAPALM_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_5,AND,,
7141,GUILD_STEP_KILL_WITH_RAILGUN_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_5,AND,,
7142,GUILD_STEP_KILL_WITH_FAST_TORPEDO_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_5,AND,,
7143,GUILD_STEP_KILL_WITH_BIG_TORPEDO_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_5,AND,,
7144,GUILD_STEP_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,AND,,
7145,GUILD_STEP_KILL_WITH_XPLO_CANNON_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS_ITEM,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_5,AND,,
7146,GUILD_STEP_FLEET_DESTROY_SHIPS_DIFFICULTY_1,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_1,AND,,
7147,GUILD_STEP_FLEET_DESTROY_SHIPS_DIFFICULTY_2,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_2,AND,,
7148,GUILD_STEP_FLEET_DESTROY_SHIPS_DIFFICULTY_3,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_3,AND,,
7149,GUILD_STEP_FLEET_DESTROY_SHIPS_DIFFICULTY_4,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_4,AND,,
7150,GUILD_STEP_FLEET_DESTROY_SHIPS_DIFFICULTY_5,QUEST_STEP_DESTROY_SHIPS,GUILD_OBJECTIVE_FLEET_DESTROY_SHIPS_DIFFICULTY_5,AND,,
7151,GUILD_STEP_FLEET_WIN_DIFFICULTY_1,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_1,AND,,
7152,GUILD_STEP_FLEET_WIN_DIFFICULTY_2,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_2,AND,,
7153,GUILD_STEP_FLEET_WIN_DIFFICULTY_3,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_3,AND,,
7154,GUILD_STEP_FLEET_WIN_DIFFICULTY_4,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_4,AND,,
7155,GUILD_STEP_FLEET_WIN_DIFFICULTY_5,QUEST_STEP_WIN_BATTLES,GUILD_OBJECTIVE_FLEET_WIN_DIFFICULTY_5,AND,,
7156,GUILD_STEP_FLEET_DEAL_DAMAGE_DIFFICULTY_1,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_1,AND,,
7157,GUILD_STEP_FLEET_DEAL_DAMAGE_DIFFICULTY_2,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_2,AND,,
7158,GUILD_STEP_FLEET_DEAL_DAMAGE_DIFFICULTY_3,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_3,AND,,
7159,GUILD_STEP_FLEET_DEAL_DAMAGE_DIFFICULTY_4,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_4,AND,,
7160,GUILD_STEP_FLEET_DEAL_DAMAGE_DIFFICULTY_5,QUEST_STEP_DEAL_DAMAGE,GUILD_OBJECTIVE_FLEET_DEAL_DAMAGE_DIFFICULTY_5,AND,,
7161,GUILD_STEP_FLEET_EARN_BATTLESTARS_DIFFICULTY_1,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_1,AND,,
7162,GUILD_STEP_FLEET_EARN_BATTLESTARS_DIFFICULTY_2,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_2,AND,,
7163,GUILD_STEP_FLEET_EARN_BATTLESTARS_DIFFICULTY_3,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_3,AND,,
7164,GUILD_STEP_FLEET_EARN_BATTLESTARS_DIFFICULTY_4,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_4,AND,,
7165,GUILD_STEP_FLEET_EARN_BATTLESTARS_DIFFICULTY_5,QUEST_STEP_EARN_BATTLESTARS,GUILD_OBJECTIVE_FLEET_EARN_BATTLESTARS_DIFFICULTY_5,AND,,
7166,GUILD_STEP_FLEET_SHOOTER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_1,AND,,
7167,GUILD_STEP_FLEET_FIXER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_1,AND,,
7168,GUILD_STEP_FLEET_SPEEDER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_1,AND,,
7169,GUILD_STEP_FLEET_ENFORCER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_1,AND,,
7170,GUILD_STEP_FLEET_DEFENDER_WIN_DIFFICULTY_1,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_1,AND,,
7171,GUILD_STEP_FLEET_SHOOTER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_2,AND,,
7172,GUILD_STEP_FLEET_FIXER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_2,AND,,
7173,GUILD_STEP_FLEET_SPEEDER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SPEEDER_WIN_DIFFICULTY_2,AND,,
7174,GUILD_STEP_FLEET_ENFORCER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_ENFORCER_WIN_DIFFICULTY_2,AND,,
7175,GUILD_STEP_FLEET_DEFENDER_WIN_DIFFICULTY_2,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_DEFENDER_WIN_DIFFICULTY_2,AND,,
7176,GUILD_STEP_FLEET_SHOOTER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_SHOOTER_WIN_DIFFICULTY_3,AND,,
7177,GUILD_STEP_FLEET_FIXER_WIN_DIFFICULTY_3,QUEST_STEP_SHIP_WIN,GUILD_OBJECTIVE_FLEET_FIXER_WIN_DIFFICULTY_3,AND,,
