ID,TextID,Description,Count,Trigger,Condition,ConditionValue,ConditionName,BonusCondition,BonusConditionValue,BonusMultiplier,Reward,RequiresWin,RequiresGuildFleet,GuildFleetBonus
4003,OBJECTIVE_COMPLETE_DAILIES_17,QUEST_OBJECTIVE_COMPLETE_DAILIES,17,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
4004,OBJECTIVE_COMPLETE_DAILIES_3,QUEST_OBJECTIVE_COMPLETE_DAILIES,3,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
4005,OBJECTIVE_COMPLETE_DAILIES_8,QUEST_OBJECTIVE_COMPLETE_DAILIES,8,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
4006,OBJECTIVE_COMPLETE_DAILIES_18,QUEST_OBJECTIVE_COMPLETE_DAILIES,18,CLAIM_QUEST_REWARD,QUEST_CATEGORY,DAILY_QUEST,,,,,,,,
5000,OBJECTIVE_META1,QUEST_OBJECTIVE_COMPLETE_PROGRESS_QUESTS_1,60,CLAIM_QUEST_REWARD,QUEST_GROUP,PROGRESS_QUEST,,,,,,,,
5001,OBJECTIVE_META2,QUEST_OBJECTIVE_COMPLETE_PROGRESS_QUESTS_2,40,CLAIM_QUEST_REWARD,QUEST_GROUP,PROGRESS_QUEST,,,,,,,,
5002,OBJECTIVE_META3A,QUEST_OBJECTIVE_COMPLETE_PROGRESS_QUESTS_3,10,CLAIM_QUEST_REWARD,QUEST_GROUP,PROGRESS_QUEST,,,,,,,,
5003,OBJECTIVE_META3B,QUEST_OBJECTIVE_COMPLETE_PROGRESS_QUESTS_3,20,CLAIM_QUEST_REWARD,QUEST_GROUP,PROGRESS_QUEST,,,,,,,,
5004,OBJECTIVE_META3C,QUEST_OBJECTIVE_COMPLETE_PROGRESS_QUESTS_3,30,CLAIM_QUEST_REWARD,QUEST_GROUP,PROGRESS_QUEST,,,,,,,,
6000,OBJECTIVE_TUTORIAL_TRAIN_CANNONEER,,1,START_TRAINING_CREW_LEVEL,CREW,MINIGUN,,,,,,,,
6001,OBJECTIVE_TUTORIAL_LEVEL_CANNONEER,,1,LEVEL_CREW,CREW,MINIGUN,,,,,,,,
6002,OBJECTIVE_TUTORIAL_PICK_TALENT,,1,PICK_TALENT,CREW,MINIGUN,,,,,,,,
6003,OBJECTIVE_TUTORIAL_HIRE_SAILOR,,1,START_TRAINING_CREW_LEVEL,CREW,CANNON,,,,,,,,
6004,OBJECTIVE_TUTORIAL_PLAY_BATTLE,,1,BATTLE,,,,,,,BATTLE_BOX_FTUE,,,
6005,OBJECTIVE_TUTORIAL_OPEN_BATTLE_BOX,,1,OPEN_ITEM,GROUP,BATTLE_BOX,,,,,,,,
6006,OBJECTIVE_TUTORIAL_LEVEL_UP_CANNON,,1,LEVEL_UP_ITEM,ITEM,MINIGUN_R1_E1,,,,,,,,
6007,OBJECTIVE_TUTORIAL_PULL_FREE_GACHA,,1,PULL_GACHA,GACHA,1,,,,,,,,
6008,OBJECTIVE_TUTORIAL_OPEN_FREE_BOX,,1,OPEN_ITEM,GROUP,FREE_GACHA_BOX,,,,,,,,
6009,OBJECTIVE_TUTORIAL_FIT_TURBO,,1,EQUIP_ITEM,ITEM,CANNON_R1_E1,,,,,,,,
6010,OBJECTIVE_TUTORIAL_LEVEL_UP_TURBO,,1,LEVEL_UP_ITEM,ITEM,CANNON_R1_E1,,,,,,,,
6011,OBJECTIVE_TUTORIAL_PULL_STAR_GACHA,,1,PULL_GACHA,GACHA,2,,,,,,,,
6012,OBJECTIVE_TUTORIAL_OPEN_STAR_BOX,,1,OPEN_ITEM,GROUP,STAR_GACHA_BOX,,,,,,,,
6013,OBJECTIVE_TUTORIAL_FIT_SNIPER,,1,EQUIP_ITEM,ITEM,SHIELD_R2_E1,,,,,,,,
6014,OBJECTIVE_TUTORIAL_SCRAP_DUCT_TAPE,,1,SCRAP_ITEM,ITEM,SELF_HEAL_R2_E1,,,,,,,,
6015,OBJECTIVE_TUTORIAL_LEVEL_UP_SNIPER,,1,LEVEL_UP_ITEM,ITEM,SHIELD_R2_E1,,,,,,,,
6016,OBJECTIVE_TUTORIAL_PLAY_BATTLE_2,,1,BATTLE,,,,,,,,,,
6017,OBJECTIVE_TUTORIAL_PICK_TALENT_2,,1,PICK_TALENT,CREW,MORTARMAN,,,,,,,,
6018,OBJECTIVE_TUTORIAL_HIRE_FISHERMAN,,1,START_TRAINING_CREW_LEVEL,CREW,SAILOR,,,,,,,,
7001,GUILD_OBJECTIVE_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_WIN_BATTLES,25,WIN,,,,,,,,,0,2
7002,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS,30,DESTROY_SHIP,,,,,,,,-1,0,2
7003,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_1,QUEST_OBJECTIVE_DEAL_DAMAGE,65000,DAMAGE,,,,,,,,-1,0,2
7004,GUILD_OBJECTIVE_HEAL_DIFFICULTY_1,QUEST_OBJECTIVE_HEAL,15000,HEAL,,,,,,,,-1,0,2
7005,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_1,QUEST_OBJECTIVE_EARN_BATTLESTARS,50,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,0,2
7006,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_SHIP_WIN,15,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,0,2
7007,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_SHIP_WIN,15,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,0,2
7008,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_SHIP_WIN,15,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,0,2
7009,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_SHIP_WIN,15,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,0,2
7010,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_SHIP_WIN,15,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,0,2
7011,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7012,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7013,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7014,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7015,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7016,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7017,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7018,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7019,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7020,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7021,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7022,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7023,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7024,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7025,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7026,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7027,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7028,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7029,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,10,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7030,GUILD_OBJECTIVE_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_WIN_BATTLES,75,WIN,,,,,,,,,0,2
7031,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS,90,DESTROY_SHIP,,,,,,,,-1,0,2
7032,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_2,QUEST_OBJECTIVE_DEAL_DAMAGE,195000,DAMAGE,,,,,,,,-1,0,2
7033,GUILD_OBJECTIVE_HEAL_DIFFICULTY_2,QUEST_OBJECTIVE_HEAL,60000,HEAL,,,,,,,,-1,0,2
7034,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_2,QUEST_OBJECTIVE_EARN_BATTLESTARS,150,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,0,2
7035,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_SHIP_WIN,35,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,0,2
7036,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_SHIP_WIN,35,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,0,2
7037,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_SHIP_WIN,35,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,0,2
7038,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_SHIP_WIN,35,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,0,2
7039,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_SHIP_WIN,35,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,0,2
7040,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7041,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7042,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7043,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7044,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7045,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7046,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7047,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7048,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7049,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7050,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7051,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7052,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7053,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7054,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7055,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7056,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7057,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7058,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,24,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7059,GUILD_OBJECTIVE_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_WIN_BATTLES,225,WIN,,,,,,,,,0,2
7060,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS,270,DESTROY_SHIP,,,,,,,,-1,0,2
7061,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_3,QUEST_OBJECTIVE_DEAL_DAMAGE,780000,DAMAGE,,,,,,,,-1,0,2
7062,GUILD_OBJECTIVE_HEAL_DIFFICULTY_3,QUEST_OBJECTIVE_HEAL,240000,HEAL,,,,,,,,-1,0,2
7063,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_3,QUEST_OBJECTIVE_EARN_BATTLESTARS,450,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,0,2
7064,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_SHIP_WIN,100,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,0,2
7065,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_SHIP_WIN,100,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,0,2
7066,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_SHIP_WIN,100,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,0,2
7067,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_SHIP_WIN,100,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,0,2
7068,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_3,QUEST_OBJECTIVE_SHIP_WIN,100,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,0,2
7069,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7070,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7071,GUILD_OBJECTIVE_KILL_WITH_SNIPER_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7072,GUILD_OBJECTIVE_KILL_WITH_STANDARD_CARRONADE_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7073,GUILD_OBJECTIVE_KILL_WITH_FIRE_BOMB_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7074,GUILD_OBJECTIVE_KILL_WITH_FLARE_GUN_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7075,GUILD_OBJECTIVE_KILL_WITH_GRENADE_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7076,GUILD_OBJECTIVE_KILL_WITH_MINE_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7077,GUILD_OBJECTIVE_KILL_WITH_MISSILE_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7078,GUILD_OBJECTIVE_KILL_WITH_BIG_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7079,GUILD_OBJECTIVE_KILL_WITH_LARGE_AREA_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7080,GUILD_OBJECTIVE_KILL_WITH_LONG_RANGE_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7081,GUILD_OBJECTIVE_KILL_WITH_STANDARD_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7082,GUILD_OBJECTIVE_KILL_WITH_NAPALM_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7083,GUILD_OBJECTIVE_KILL_WITH_RAILGUN_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7084,GUILD_OBJECTIVE_KILL_WITH_FAST_TORPEDO_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7085,GUILD_OBJECTIVE_KILL_WITH_BIG_TORPEDO_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7086,GUILD_OBJECTIVE_KILL_WITH_TRIPLE_TORPEDO_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7087,GUILD_OBJECTIVE_KILL_WITH_XPLO_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,72,DESTROY_SHIP,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7088,GUILD_OBJECTIVE_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_WIN_BATTLES,675,WIN,,,,,,,,,0,2
7089,GUILD_OBJECTIVE_DESTROY_SHIPS_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS,810,DESTROY_SHIP,,,,,,,,-1,0,2
7090,GUILD_OBJECTIVE_DEAL_DAMAGE_DIFFICULTY_4,QUEST_OBJECTIVE_DEAL_DAMAGE,3120000,DAMAGE,,,,,,,,-1,0,2
7091,GUILD_OBJECTIVE_HEAL_DIFFICULTY_4,QUEST_OBJECTIVE_HEAL,1200000,HEAL,,,,,,,,-1,0,2
7092,GUILD_OBJECTIVE_EARN_BATTLESTARS_DIFFICULTY_4,QUEST_OBJECTIVE_EARN_BATTLESTARS,1350,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,0,2
7093,GUILD_OBJECTIVE_SHOOTER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_SHIP_WIN,300,WIN,SHIP_GROUP,SHOOTER_QUESTS,SHIP_NAME_CANNON_1,,,,,,0,2
7094,GUILD_OBJECTIVE_FIXER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_SHIP_WIN,300,WIN,SHIP_GROUP,FIXER_QUESTS,SHIP_NAME_REPAIR_1,,,,,,0,2
7095,GUILD_OBJECTIVE_SPEEDER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_SHIP_WIN,300,WIN,SHIP_GROUP,SPEED_SHIP,SHIP_NAME_SPEED_1,,,,,,0,2
7096,GUILD_OBJECTIVE_ENFORCER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_SHIP_WIN,300,WIN,SHIP_GROUP,CONTROL_SHIP,SHIP_NAME_FISHY_1,,,,,,0,2
7097,GUILD_OBJECTIVE_DEFENDER_WIN_DIFFICULTY_4,QUEST_OBJECTIVE_SHIP_WIN,300,WIN,SHIP_GROUP,DEFENDER_QUESTS,SHIP_NAME_TANK_A_1,,,,,,0,2
7098,GUILD_OBJECTIVE_KILL_WITH_BLAST_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DESTROY_SHIPS_ITEM,216,DESTROY_SHIP,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
