IDText,Level,CaptainRequirement,XP,TrainingTime,Price,Currency,Talents,AchievementID,,
MORTAR_BIG,10,12,800,50400,71000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,11,14,1000,64800,80000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_5,,,
MORTAR_BIG,12,15,1100,72000,98000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,13,15,1200,79200,132000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_5,,,
MORTAR_BIG,14,15,1300,86400,170000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_5,,,
MORTAR_BIG,15,15,2100,140400,207000,SC_CREW,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_BIG,16,15,2200,144000,216000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,17,15,2200,147600,248000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_5,,,
MORTAR_BIG,18,15,2300,151200,310000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,19,15,2400,158400,445000,SC_CREW,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_BIG,20,15,2400,162000,470000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,21,15,2500,165600,485000,SC_CREW,SKILL_BIG_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,,,
MORTAR_BIG,22,15,2500,169200,525000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_10,,,
MORTAR_BIG,23,15,2700,180000,750000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,24,15,2800,187200,860000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,25,15,2900,194400,920000,SC_CREW,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_BIG,26,15,3000,201600,940000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_10,,,
MORTAR_BIG,27,15,3200,216000,1115000,SC_CREW,SKILL_BIG_MORTAR_RANGE_A_1,,,
MORTAR_BIG,28,15,3300,223200,1310000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_5,,,
MORTAR_BIG,29,15,3500,230400,1500000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_2,,,
MORTAR_BIG,30,15,3600,237600,1605000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_10,,,
MORTAR_BIG,31,15,3800,252000,1695000,SC_CREW,SKILL_BIG_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_BIG,32,15,3900,259200,1850000,SC_CREW,SKILL_BIG_MORTAR_DAMAGE_M_10,,,
MORTAR_LARGE_AREA,1,4,15,180,8500,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_A_5,,,
MORTAR_LARGE_AREA,2,4,25,900,12500,SC_CREW,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LARGE_AREA,3,4,40,1800,17500,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_A_5,,,
MORTAR_LARGE_AREA,4,6,100,7200,22500,SC_CREW,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LARGE_AREA,5,7,200,14400,22500,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,6,9,400,28800,33000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_10,,,
MORTAR_LARGE_AREA,7,10,600,36000,47000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_2,,,
MORTAR_LARGE_AREA,8,12,800,50400,71000,SC_CREW,SKILL_LARGE_AREA_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,,,
MORTAR_LARGE_AREA,9,13,900,57600,74000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_10,,,
MORTAR_LARGE_AREA,10,15,1100,72000,98000,SC_CREW,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LARGE_AREA,11,15,1200,79200,132000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,12,15,2100,136800,196000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_2,,,
MORTAR_LARGE_AREA,13,15,2100,140400,207000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,14,15,2200,147600,248000,SC_CREW,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LARGE_AREA,15,15,2300,151200,310000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,16,15,2400,158400,445000,SC_CREW,SKILL_LARGE_AREA_MORTAR_RANGE_A_1,,,
MORTAR_LARGE_AREA,17,15,2400,162000,470000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_10,,,
MORTAR_LARGE_AREA,18,15,2500,169200,525000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_2,,,
MORTAR_LARGE_AREA,19,15,2600,172800,620000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,20,15,2800,187200,860000,SC_CREW,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LARGE_AREA,21,15,2900,194400,920000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,22,15,3100,208800,990000,SC_CREW,SKILL_LARGE_AREA_MORTAR_RANGE_A_2,,,
MORTAR_LARGE_AREA,23,15,3200,216000,1115000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,24,15,3500,230400,1500000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_2,,,
MORTAR_LARGE_AREA,25,15,3600,237600,1605000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LARGE_AREA,26,15,3800,252000,1695000,SC_CREW,SKILL_LARGE_AREA_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LARGE_AREA,27,15,3900,259200,1850000,SC_CREW,SKILL_LARGE_AREA_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,1,4,15,180,8500,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_A_5,,,
MORTAR_LONG_RANGE,2,4,20,600,9000,SC_CREW,SKILL_LONG_RANGE_MORTAR_RANGE_A_2,,,
MORTAR_LONG_RANGE,3,4,40,1800,17500,SC_CREW,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LONG_RANGE,4,5,50,3600,21500,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_A_5,,,
MORTAR_LONG_RANGE,5,7,200,14400,22500,SC_CREW,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LONG_RANGE,6,8,300,21600,24500,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,7,10,600,36000,47000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,8,11,700,43200,62000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_2,,,
MORTAR_LONG_RANGE,9,13,900,57600,74000,SC_CREW,SKILL_LONG_RANGE_MORTAR_FLIGHT_TIME_M_5,,,
MORTAR_LONG_RANGE,10,14,1000,64800,80000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_10,,,
MORTAR_LONG_RANGE,11,15,1100,72000,98000,SC_CREW,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LONG_RANGE,12,15,1300,86400,170000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,13,15,2100,136800,196000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_2,,,
MORTAR_LONG_RANGE,14,15,2200,144000,216000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,15,15,2200,147600,248000,SC_CREW,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LONG_RANGE,16,15,2300,154800,385000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,17,15,2400,158400,445000,SC_CREW,SKILL_LONG_RANGE_MORTAR_MORTAR_DIRECT_HIT_DAMAGE,,,
MORTAR_LONG_RANGE,18,15,2500,165600,485000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_2,,,
MORTAR_LONG_RANGE,19,15,2500,169200,525000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,20,15,2600,172800,620000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_2,,,
MORTAR_LONG_RANGE,21,15,2800,187200,860000,SC_CREW,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LONG_RANGE,22,15,2900,194400,920000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_2,,,
MORTAR_LONG_RANGE,23,15,3100,208800,990000,SC_CREW,SKILL_LONG_RANGE_MORTAR_RANGE_A_1,,,
MORTAR_LONG_RANGE,24,15,3200,216000,1115000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
MORTAR_LONG_RANGE,25,15,3500,230400,1500000,SC_CREW,SKILL_LONG_RANGE_MORTAR_FLIGHT_TIME_M_5,,,
MORTAR_LONG_RANGE,26,15,3600,237600,1605000,SC_CREW,SKILL_LONG_RANGE_MORTAR_FLIGHT_TIME_M_5,,,
MORTAR_LONG_RANGE,27,15,3800,252000,1695000,SC_CREW,SKILL_LONG_RANGE_MORTAR_BONUS_MORTAR_TO_SLOWED_A_5,,,
MORTAR_LONG_RANGE,28,15,3900,259200,1850000,SC_CREW,SKILL_LONG_RANGE_MORTAR_DAMAGE_M_5,,,
NAPALM,1,4,15,180,8500,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,2,4,20,600,9000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,3,4,40,1800,17500,SC_CREW,SKILL_NAPALM_COOLDOWN_M_5,,,
NAPALM,4,5,50,3600,21500,SC_CREW,SKILL_NAPALM_DAMAGE_M_10,,,
NAPALM,5,7,200,14400,22500,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,6,8,300,21600,24500,SC_CREW,SKILL_NAPALM_DAMAGE_M_10,,,
NAPALM,7,9,400,28800,33000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,8,11,700,43200,62000,SC_CREW,SKILL_NAPALM_DAMAGE_M_10,,,
NAPALM,9,12,800,50400,71000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,10,14,1000,64800,80000,SC_CREW,SKILL_NAPALM_DAMAGE_M_10,,,
NAPALM,11,15,1100,72000,98000,SC_CREW,SKILL_NAPALM_RANGE_A_1,,,
NAPALM,12,15,1200,79200,132000,SC_CREW,SKILL_NAPALM_DAMAGE_M_10,,,
NAPALM,13,15,2100,136800,196000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,14,15,2100,140400,207000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,15,15,2200,147600,248000,SC_CREW,SKILL_NAPALM_COOLDOWN_M_5,,,
NAPALM,16,15,2300,151200,310000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,17,15,2300,154800,385000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,18,15,2400,162000,470000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,19,15,2500,165600,485000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,20,15,2500,169200,525000,SC_CREW,SKILL_NAPALM_RANGE_A_2,,,
NAPALM,21,15,2700,180000,750000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,22,15,2800,187200,860000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,23,15,3000,201600,940000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,24,15,3100,208800,990000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,25,15,3200,216000,1115000,SC_CREW,SKILL_NAPALM_COOLDOWN_M_5,,,
NAPALM,26,15,3500,230400,1500000,SC_CREW,SKILL_NAPALM_DAMAGE_M_10,,,
NAPALM,27,15,3600,237600,1605000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,28,15,3800,252000,1695000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
NAPALM,29,15,3900,259200,1850000,SC_CREW,SKILL_NAPALM_DAMAGE_M_5,,,
RAILGUN,1,4,15,180,8500,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,2,4,25,900,12500,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,3,5,50,3600,21500,SC_CREW,SKILL_RAILGUN_COOLDOWN_M_5,,,
RAILGUN,4,7,200,14400,22500,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,5,9,400,28800,33000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,6,11,700,43200,62000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,7,13,900,57600,74000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,8,15,1100,72000,98000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,9,15,1300,86400,170000,SC_CREW,SKILL_RAILGUN_COOLDOWN_M_5,,,
RAILGUN,10,15,2100,140400,207000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,11,15,2300,151200,310000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,12,15,2400,158400,445000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,13,15,2500,165600,485000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,14,15,2600,172800,620000,SC_CREW,SKILL_RAILGUN_COOLDOWN_M_5,,,
RAILGUN,15,15,2800,187200,860000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,16,15,3000,201600,940000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,17,15,3200,216000,1115000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,18,15,3500,230400,1500000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
RAILGUN,19,15,3700,244800,1645000,SC_CREW,SKILL_RAILGUN_COOLDOWN_M_5,,,
RAILGUN,20,15,3900,259200,1850000,SC_CREW,SKILL_RAILGUN_DAMAGE_M_5,,,
TORPEDO,1,4,15,180,8500,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_A_25,,,
TORPEDO,2,4,25,900,12500,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,3,4,40,1800,17500,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_A_25,,,
TORPEDO,4,6,100,7200,22500,SC_CREW,SKILL_BIG_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO,5,7,200,14400,22500,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_10,,,
TORPEDO,6,9,400,28800,33000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,7,10,600,36000,47000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_A_25,,,
TORPEDO,8,12,800,50400,71000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,9,13,900,57600,74000,SC_CREW,SKILL_BIG_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO,10,15,1100,72000,98000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_10,,,
TORPEDO,11,15,1200,79200,132000,SC_CREW,SKILL_BIG_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO,12,15,2100,136800,196000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,13,15,2100,140400,207000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_2,,,
TORPEDO,14,15,2200,147600,248000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_10,,,
TORPEDO,15,15,2300,151200,310000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,16,15,2400,158400,445000,SC_CREW,SKILL_BIG_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO,17,15,2400,162000,470000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_2,,,
TORPEDO,18,15,2500,169200,525000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_10,,,
TORPEDO,19,15,2600,172800,620000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_2,,,
TORPEDO,20,15,2800,187200,860000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,21,15,2900,194400,920000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_10,,,
TORPEDO,22,15,3100,208800,990000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,23,15,3200,216000,1115000,SC_CREW,SKILL_BIG_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO,24,15,3500,230400,1500000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_5,,,
TORPEDO,25,15,3600,237600,1605000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_2,,,
TORPEDO,26,15,3800,252000,1695000,SC_CREW,SKILL_BIG_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO,27,15,3900,259200,1850000,SC_CREW,SKILL_BIG_TORPEDO_DAMAGE_M_2,,,
TORPEDO_FAST,1,4,15,180,8500,SC_CREW,SKILL_FAST_TORPEDO_COOLDOWN_M_5,,,
TORPEDO_FAST,2,4,20,600,9000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,3,4,40,1800,17500,SC_CREW,SKILL_FAST_TORPEDO_COOLDOWN_M_5,,,
TORPEDO_FAST,4,5,50,3600,21500,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_20,,,
TORPEDO_FAST,5,6,100,7200,22500,SC_CREW,SKILL_FAST_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO_FAST,6,8,300,21600,24500,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_A_25,,,
TORPEDO_FAST,7,9,400,28800,33000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,8,10,600,36000,47000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_A_25,,,
TORPEDO_FAST,9,11,700,43200,62000,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_20,,,
TORPEDO_FAST,10,13,900,57600,74000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_A_25,,,
TORPEDO_FAST,11,14,1000,64800,80000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_A_25,,,
TORPEDO_FAST,12,15,1100,72000,98000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,13,15,1300,86400,170000,SC_CREW,SKILL_FAST_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO_FAST,14,15,2100,136800,196000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_2,,,
TORPEDO_FAST,15,15,2100,140400,207000,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_FAST,16,15,2200,147600,248000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,17,15,2300,151200,310000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_2,,,
TORPEDO_FAST,18,15,2300,154800,385000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,19,15,2400,158400,445000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,20,15,2500,165600,485000,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_FAST,21,15,2500,169200,525000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_2,,,
TORPEDO_FAST,22,15,2600,172800,620000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_10,,,
TORPEDO_FAST,23,15,2800,187200,860000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_2,,,
TORPEDO_FAST,24,15,2900,194400,920000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,25,15,3000,201600,940000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_5,,,
TORPEDO_FAST,26,15,3200,216000,1115000,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_FAST,27,15,3300,223200,1310000,SC_CREW,SKILL_FAST_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO_FAST,28,15,3500,230400,1500000,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_FAST,29,15,3600,237600,1605000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_2,,,
TORPEDO_FAST,30,15,3800,252000,1695000,SC_CREW,SKILL_FAST_TORPEDO_PROJECTILE_SPEED_M_20,,,
TORPEDO_FAST,31,15,3900,259200,1850000,SC_CREW,SKILL_FAST_TORPEDO_DAMAGE_M_2,,,
TORPEDO_TRIPLE,1,4,15,180,8500,SC_CREW,SKILL_TRIPLE_TORPEDO_COOLDOWN_M_5,,,
TORPEDO_TRIPLE,2,4,20,600,9000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,3,4,40,1800,17500,SC_CREW,SKILL_TRIPLE_TORPEDO_COOLDOWN_M_5,,,
TORPEDO_TRIPLE,4,5,50,3600,21500,SC_CREW,SKILL_TRIPLE_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO_TRIPLE,5,6,100,7200,22500,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_A_25,,,
TORPEDO_TRIPLE,6,8,300,21600,24500,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,7,9,400,28800,33000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_A_25,,,
TORPEDO_TRIPLE,8,10,600,36000,47000,SC_CREW,SKILL_TRIPLE_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_TRIPLE,9,12,800,50400,71000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_A_25,,,
TORPEDO_TRIPLE,10,13,900,57600,74000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_A_25,,,
TORPEDO_TRIPLE,11,14,1000,64800,80000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,12,15,1200,79200,132000,SC_CREW,SKILL_TRIPLE_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO_TRIPLE,13,15,1300,86400,170000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,,,
TORPEDO_TRIPLE,14,15,2100,136800,196000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,15,15,2200,144000,216000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,16,15,2200,147600,248000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,,,
TORPEDO_TRIPLE,17,15,2300,154800,385000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,18,15,2400,158400,445000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,19,15,2400,162000,470000,SC_CREW,SKILL_TRIPLE_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_TRIPLE,20,15,2500,169200,525000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,,,
TORPEDO_TRIPLE,21,15,2600,172800,620000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_10,,,
TORPEDO_TRIPLE,22,15,2700,180000,750000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,23,15,2900,194400,920000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,,,
TORPEDO_TRIPLE,24,15,3000,201600,940000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_10,,,
TORPEDO_TRIPLE,25,15,3100,208800,990000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,26,15,3300,223200,1310000,SC_CREW,SKILL_TRIPLE_TORPEDO_BONUS_TORPEDO_TO_SLOWED_A_10,,,
TORPEDO_TRIPLE,27,15,3500,230400,1500000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,,,
TORPEDO_TRIPLE,28,15,3600,237600,1605000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_5,,,
TORPEDO_TRIPLE,29,15,3800,252000,1695000,SC_CREW,SKILL_TRIPLE_TORPEDO_PROJECTILE_SPEED_M_10,,,
TORPEDO_TRIPLE,30,15,3900,259200,1850000,SC_CREW,SKILL_TRIPLE_TORPEDO_DAMAGE_M_2,,,
AREA_SLOW,1,4,15,180,8500,SC_CREW,SKILL_AREA_SLOW_DURATION_M_5,,,
AREA_SLOW,2,4,40,1800,17500,SC_CREW,SKILL_AREA_SLOW_FLIGHT_TIME_M_2,,,
AREA_SLOW,3,6,100,7200,22500,SC_CREW,SKILL_AREA_SLOW_DURATION_M_5,,,
AREA_SLOW,4,9,400,28800,33000,SC_CREW,SKILL_AREA_SLOW_FLIGHT_TIME_M_2,,,
AREA_SLOW,5,11,700,43200,62000,SC_CREW,SKILL_AREA_SLOW_SLOW_M_5,,,
AREA_SLOW,6,14,1000,64800,80000,SC_CREW,SKILL_AREA_SLOW_FLIGHT_TIME_M_2,,,
AREA_SLOW,7,15,1300,86400,170000,SC_CREW,SKILL_AREA_SLOW_SLOW_M_5,,,
