ID,IDText,SkillGroupName,SkillGroup,Description,EffectGroup,Attribute,AttributeValue,AttributeOperation,AttributeValueFormat,ShowValueAsPercentage,Type,TypeID,Scope,BuffSource,BuffContributionMultiplier,,,
453,PERK_GRENADE_DOT_CHANCE_R4,ITEM_GRENADE,GRENADE,PERK_DESC_GRENADE_DOT_CHANCE,GRENADE_DOT_BOOST,PROC_RATE,0.12,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
454,PERK_GRENADE_DOT_CHANCE_R5,ITEM_GRENADE,GRENADE,PERK_DESC_GRENADE_DOT_CHANCE,GRENADE_DOT_BOOST,PROC_RATE,0.15,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
455,PERK_HEALING_INCREASE_R2,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
456,PERK_HEALING_INCREASE_R3,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
457,PERK_HEALING_INCREASE_R4,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
458,PERK_HEALING_INCREASE_R5,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_HEAL_BOOST,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
459,PERK_HEALING_COOLDOWN_R2,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
460,PERK_HEALING_COOLDOWN_R3,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
461,PERK_HEALING_COOLDOWN_R4,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
462,PERK_HEALING_COOLDOWN_R5,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
463,PERK_MORTAR_DAMAGE_R2,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
464,PERK_MORTAR_DAMAGE_R3,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
465,PERK_MORTAR_DAMAGE_R4,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
466,PERK_MORTAR_DAMAGE_R5,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
467,PERK_TESLA_SHIELD_DURATION_R2,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_DURATION_TESLA_SHIELD,TESLA_SHIELD,DURATION,0.25,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
468,PERK_TESLA_SHIELD_DURATION_R3,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_DURATION_TESLA_SHIELD,TESLA_SHIELD,DURATION,0.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
469,PERK_TESLA_SHIELD_DURATION_R4,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_DURATION_TESLA_SHIELD,TESLA_SHIELD,DURATION,0.75,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
470,PERK_TESLA_SHIELD_DURATION_R5,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_DURATION_TESLA_SHIELD,TESLA_SHIELD,DURATION,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
471,PERK_CANNON_DAMAGE_TO_BURNING_R2,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.045,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
472,PERK_CANNON_DAMAGE_TO_BURNING_R3,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.09,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
473,PERK_CANNON_DAMAGE_TO_BURNING_R4,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.12,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
474,PERK_CANNON_DAMAGE_TO_BURNING_R5,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,BONUS_TO_BURNING,VALUE,0.15,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
475,PERK_MORTAR_DAMAGE_TO_SLOWED_R2,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE_TO_SLOWED,MORTAR_TO_SLOWED,VALUE,0.045,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
476,PERK_MORTAR_DAMAGE_TO_SLOWED_R3,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE_TO_SLOWED,MORTAR_TO_SLOWED,VALUE,0.09,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
477,PERK_MORTAR_DAMAGE_TO_SLOWED_R4,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE_TO_SLOWED,MORTAR_TO_SLOWED,VALUE,0.12,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
478,PERK_MORTAR_DAMAGE_TO_SLOWED_R5,GROUP_MORTAR,MORTAR,PERK_DESC_DAMAGE_TO_SLOWED,MORTAR_TO_SLOWED,VALUE,0.15,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
479,PERK_TORPEDO_DAMAGE_TO_SLOWED_R2,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE_TO_SLOWED,TORPEDO_TO_SLOWED,VALUE,0.045,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
480,PERK_TORPEDO_DAMAGE_TO_SLOWED_R3,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE_TO_SLOWED,TORPEDO_TO_SLOWED,VALUE,0.09,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
481,PERK_TORPEDO_DAMAGE_TO_SLOWED_R4,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE_TO_SLOWED,TORPEDO_TO_SLOWED,VALUE,0.12,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
482,PERK_TORPEDO_DAMAGE_TO_SLOWED_R5,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE_TO_SLOWED,TORPEDO_TO_SLOWED,VALUE,0.15,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
483,PERK_TORPEDO_DAMAGE_R2,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
484,PERK_TORPEDO_DAMAGE_R3,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
485,PERK_TORPEDO_DAMAGE_R4,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
486,PERK_TORPEDO_DAMAGE_R5,GROUP_TORPEDO,TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
487,PERK_SNIPER_CANNON_CRIT_R2,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.025,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
488,PERK_SNIPER_CANNON_CRIT_R3,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.05,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
489,PERK_SNIPER_CANNON_CRIT_R4,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.075,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
490,PERK_SNIPER_CANNON_CRIT_R5,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_CRIT_CHANCE,CRIT,PROC_RATE,0.1,ADDITIVE,,-1,STAT,,THIS_ITEM,,,,,
491,PERK_SNIPER_CANNON_CRIT_DAMAGE_R2,GROUP_CANNON,CANNON,PERK_DESC_CRIT_DAMAGE,CRIT,VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
492,PERK_SNIPER_CANNON_CRIT_DAMAGE_R3,GROUP_CANNON,CANNON,PERK_DESC_CRIT_DAMAGE,CRIT,VALUE,0.15,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
493,PERK_SNIPER_CANNON_CRIT_DAMAGE_R4,GROUP_CANNON,CANNON,PERK_DESC_CRIT_DAMAGE,CRIT,VALUE,0.2,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
494,PERK_SNIPER_CANNON_CRIT_DAMAGE_R5,GROUP_CANNON,CANNON,PERK_DESC_CRIT_DAMAGE,CRIT,VALUE,0.25,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
495,PERK_MISSILE_DAMAGE_R2,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_DAMAGE,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
496,PERK_MISSILE_DAMAGE_R3,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
497,PERK_MISSILE_DAMAGE_R4,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
498,PERK_MISSILE_DAMAGE_R5,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
499,PERK_TESLA_SHIELD_HITPOINTS_R2,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,25,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
500,PERK_TESLA_SHIELD_HITPOINTS_R3,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,50,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
501,PERK_TESLA_SHIELD_HITPOINTS_R4,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,75,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
502,PERK_TESLA_SHIELD_HITPOINTS_R5,ITEM_TESLA_SHIELD,TESLA_SHIELD,PERK_DESC_SHIELD_HITPOINTS_ADD,,BASE_VALUE,100,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
503,PERK_FIRE_DAMAGE_R2,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DAMAGE,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
504,PERK_FIRE_DAMAGE_R3,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
505,PERK_FIRE_DAMAGE_R4,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DAMAGE,,BASE_VALUE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
506,PERK_FIRE_DAMAGE_R5,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_DAMAGE,,BASE_VALUE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
507,PERK_CANNON_DAMAGE_ADD_10000,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,10000,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
508,PERK_EVENT_CANNON_SPEED_M_5,GROUP_CANNON,CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
509,PERK_EVENT_CANNON_SPEED_M_7,GROUP_CANNON,CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
510,PERK_EVENT_CANNON_SPEED_M_10,GROUP_CANNON,CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
511,PERK_EVENT_CANNON_SPEED_M_13,GROUP_CANNON,CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.13,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
512,PERK_EVENT_MORTAR_RANGE_M_5,GROUP_MORTAR,MORTAR,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
513,PERK_EVENT_MORTAR_RANGE_M_8,GROUP_MORTAR,MORTAR,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
514,PERK_EVENT_MORTAR_RANGE_M_10,GROUP_MORTAR,MORTAR,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
515,PERK_EVENT_MORTAR_RANGE_M_12,GROUP_MORTAR,MORTAR,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
516,PERK_EVENT_FIRE_COOLDOWN_2,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
517,PERK_EVENT_FIRE_COOLDOWN_4,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
518,PERK_EVENT_FIRE_COOLDOWN_6,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
519,PERK_EVENT_FIRE_COOLDOWN_8,GROUP_FIRE_ITEMS,FIRE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
520,PERK_CANNON_FIRE_DOT_1,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,,,1,,,0,EFFECT,CANNON_DAMAGE_DOT,THIS_ITEM,,,,,
521,PERK_CANNON_FIRE_DOT_2,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,,,1,,,0,EFFECT,CANNON_DAMAGE_DOT,THIS_ITEM,,,,,
522,PERK_CANNON_FIRE_DOT_3,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,,,1,,,0,EFFECT,CANNON_DAMAGE_DOT,THIS_ITEM,,,,,
523,PERK_CANNON_FIRE_DOT_4,GROUP_CANNON,CANNON,PERK_DESC_DAMAGE_TO_BURNING,,,1,,,0,EFFECT,CANNON_DAMAGE_DOT,THIS_ITEM,,,,,
524,PERK_TORPEDO_FIRE_DOT_12,GROUP_TORPEDO,TORPEDO,PERK_DESC_TORPEDO_DOT_CHANCE,,,0.125,,,-1,EFFECT,TORPEDO_DAMAGE_DOT_12,THIS_ITEM,,,,,
525,PERK_TORPEDO_FIRE_DOT_15,GROUP_TORPEDO,TORPEDO,PERK_DESC_TORPEDO_DOT_CHANCE,,,0.15,,,-1,EFFECT,TORPEDO_DAMAGE_DOT_15,THIS_ITEM,,,,,
526,PERK_TORPEDO_FIRE_DOT_17,GROUP_TORPEDO,TORPEDO,PERK_DESC_TORPEDO_DOT_CHANCE,,,0.175,,,-1,EFFECT,TORPEDO_DAMAGE_DOT_17,THIS_ITEM,,,,,
527,PERK_TORPEDO_FIRE_DOT_20,GROUP_TORPEDO,TORPEDO,PERK_DESC_TORPEDO_DOT_CHANCE,,,0.2,,,-1,EFFECT,TORPEDO_DAMAGE_DOT_20,THIS_ITEM,,,,,
528,PERK_TESLA_SHIELD_TIME,,CANNON,,,BASE_VALUE,500,MULTIPLICATIVE,,0,EFFECT,TESLA_SHIELD_ACTIVATE,TESLA_SHIELD_BUFF,TESLA_SHIELD_LIFETIME_REMOVE,TESLA_SHIELD_REMOVE_VISUAL,TESLA_SHIELD_DESTROY_STUN,TESLA_SHIELD_DESTROY_VISUAL,SELF
529,PERK_TESLA_SHIELD_SHOW,,CANNON,,,BASE_VALUE,5000,MULTIPLICATIVE,,0,EFFECT,,SELF,,,,,
530,PERK_EVENT_RAILGUN_STUN_10,ITEM_RAILGUN,RAILGUN,PERK_DESC_STUN_CHANCE,,,0.1,,,-1,EFFECT,RAILGUN_STUN_CHANCE_1,THIS_ITEM,,,,,
531,PERK_EVENT_RAILGUN_STUN_15,ITEM_RAILGUN,RAILGUN,PERK_DESC_STUN_CHANCE,,,0.15,,,-1,EFFECT,RAILGUN_STUN_CHANCE_2,THIS_ITEM,,,,,
532,PERK_EVENT_RAILGUN_STUN_20,ITEM_RAILGUN,RAILGUN,PERK_DESC_STUN_CHANCE,,,0.2,,,-1,EFFECT,RAILGUN_STUN_CHANCE_3,THIS_ITEM,,,,,
533,PERK_EVENT_RAILGUN_STUN_25,ITEM_RAILGUN,RAILGUN,PERK_DESC_STUN_CHANCE,,,0.25,,,-1,EFFECT,RAILGUN_STUN_CHANCE_4,THIS_ITEM,,,,,
534,PERK_EVENT_MINE_COOLDOWN_2,ITEM_MINE,MINE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
535,PERK_EVENT_MINE_COOLDOWN_4,ITEM_MINE,MINE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
536,PERK_EVENT_MINE_COOLDOWN_6,ITEM_MINE,MINE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
537,PERK_EVENT_MINE_COOLDOWN_8,ITEM_MINE,MINE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
538,PERK_EVENT_MISSILE_RANGE_M_5,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
539,PERK_EVENT_MISSILE_RANGE_M_8,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
540,PERK_EVENT_MISSILE_RANGE_M_10,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
541,PERK_EVENT_MISSILE_RANGE_M_12,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
542,PERK_EVENT_GRENADE_RANGE_M_5,ITEM_GRENADE,GRENADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
543,PERK_EVENT_GRENADE_RANGE_M_8,ITEM_GRENADE,GRENADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
544,PERK_EVENT_GRENADE_RANGE_M_10,ITEM_GRENADE,GRENADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
545,PERK_EVENT_GRENADE_RANGE_M_12,ITEM_GRENADE,GRENADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
546,PERK_EVENT_CARRONADE_RANGE_M_5,ITEM_CARRONADE,CARRONADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
547,PERK_EVENT_CARRONADE_RANGE_M_8,ITEM_CARRONADE,CARRONADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
548,PERK_EVENT_CARRONADE_RANGE_M_10,ITEM_CARRONADE,CARRONADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
549,PERK_EVENT_CARRONADE_RANGE_M_12,ITEM_CARRONADE,CARRONADE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
550,PERK_EVENT_HEALING_COOLDOWN_2,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
551,PERK_EVENT_HEALING_COOLDOWN_4,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
552,PERK_EVENT_HEALING_COOLDOWN_6,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
553,PERK_EVENT_HEALING_COOLDOWN_8,GROUP_HEALING_ITEMS,HEALING,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
554,PERK_EVENT_CANNON_FREEZE_10,GROUP_CANNON,CANNON,PERK_DESC_FROST_CHANCE,,COOLDOWN,0.1,,,-1,EFFECT,SLOW_EFFECT_CANNON_10,THIS_ITEM,,,,,
555,PERK_EVENT_CANNON_FREEZE_15,GROUP_CANNON,CANNON,PERK_DESC_FROST_CHANCE,,COOLDOWN,0.15,,,-1,EFFECT,SLOW_EFFECT_CANNON_15,THIS_ITEM,,,,,
556,PERK_EVENT_CANNON_FREEZE_20,GROUP_CANNON,CANNON,PERK_DESC_FROST_CHANCE,,COOLDOWN,0.2,,,-1,EFFECT,SLOW_EFFECT_CANNON_20,THIS_ITEM,,,,,
557,PERK_EVENT_CANNON_FREEZE_25,GROUP_CANNON,CANNON,PERK_DESC_FROST_CHANCE,,COOLDOWN,0.25,,,-1,EFFECT,SLOW_EFFECT_CANNON_25,THIS_ITEM,,,,,
558,PERK_EVENT_FREEZE_COOLDOWN_2,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
559,PERK_EVENT_FREEZE_COOLDOWN_4,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
560,PERK_EVENT_FREEZE_COOLDOWN_6,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
561,PERK_EVENT_FREEZE_COOLDOWN_8,GROUP_FREEZE_ITEMS,FREEZE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
562,PERK_EVENT_OVERBOOST_COOLDOWN_2,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
563,PERK_EVENT_OVERBOOST_COOLDOWN_4,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
564,PERK_EVENT_OVERBOOST_COOLDOWN_6,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
565,PERK_EVENT_OVERBOOST_COOLDOWN_8,ITEM_SPEED_OVERBOOST,OVERBOOST,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
566,PERK_EVENT_MISSILE_STUN_10,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_STUN_CHANCE,,,0.1,,,-1,EFFECT,MISSILE_STUN_CHANCE_1,THIS_ITEM,,,,,
567,PERK_EVENT_MISSILE_STUN_15,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_STUN_CHANCE,,,0.15,,,-1,EFFECT,MISSILE_STUN_CHANCE_2,THIS_ITEM,,,,,
568,PERK_EVENT_MISSILE_STUN_20,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_STUN_CHANCE,,,0.2,,,-1,EFFECT,MISSILE_STUN_CHANCE_3,THIS_ITEM,,,,,
569,PERK_EVENT_MISSILE_STUN_25,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_STUN_CHANCE,,,0.25,,,-1,EFFECT,MISSILE_STUN_CHANCE_4,THIS_ITEM,,,,,
570,PERK_EVENT_WEAPON_DMG_SHIP_HP_20,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,20,ADDITIVE,,0,STAT,,SELF,,,,,
571,PERK_EVENT_WEAPON_DMG_SHIP_HP_40,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,40,ADDITIVE,,0,STAT,,SELF,,,,,
572,PERK_EVENT_WEAPON_DMG_SHIP_HP_60,GROUP_ALL_ITEMS,SHIP,PERK_DESC_SHIP_HITPOINTS,,HIT_POINTS,60,ADDITIVE,,0,STAT,,SELF,,,,,
