ID,IDText,Name,Category,Description,Icon,CrewIcon,SlotCategory,SlotCost,TalentRequirements,Tier,Rarity,Evolution,PerkSlots,BuyCurrency,BuyPrice,SellPrice,SalvageOutput,ValueName,ValueIcon,ValueBase,ValueMax,ValueGroupMax,ValueGroupMaxItem,ItemEvoPath,TruncateToInteger,CurveID,LevelCostID,Type,TypeID,Prefab,ShowInPerkInfo,LevelOffset,PowerLevelBase,PowerLevelMax,DamageAchievement,ObsoleteItem,,,,
1316114,MINIGUN_R1_E2,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,2,1,2,0,SC_ITEM,21780,21780,R1_E2_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,33,37,50,MINIGUN_R1_E5,MINIGUN_R1_E1,MINIGUN_R1_E2,MINIGUN_R1_E3,MINIGUN_R1_E4,MINIGUN_R1_E5,0,LEVEL_UP,R1_E2_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,10,329,352,DAMAGE_MINIGUN,0
1316371,MINIGUN_R1_E3,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,3,1,3,1,SC_ITEM,41085,41085,R1_E3_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,37,41,50,MINIGUN_R1_E5,MINIGUN_R1_E1,MINIGUN_R1_E2,MINIGUN_R1_E3,MINIGUN_R1_E4,MINIGUN_R1_E5,0,LEVEL_UP,R1_E3_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,20,354,377,DAMAGE_MINIGUN,0
1316628,MINIGUN_R1_E4,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,4,1,4,1,SC_ITEM,60390,60390,R1_E4_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,41,45,50,MINIGUN_R1_E5,MINIGUN_R1_E1,MINIGUN_R1_E2,MINIGUN_R1_E3,MINIGUN_R1_E4,MINIGUN_R1_E5,0,LEVEL_UP,R1_E4_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,30,379,402,DAMAGE_MINIGUN,0
1316885,MINIGUN_R1_E5,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,5,1,5,1,SC_ITEM,79695,79695,R1_E5_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,45,50,50,MINIGUN_R1_E5,MINIGUN_R1_E1,MINIGUN_R1_E2,MINIGUN_R1_E3,MINIGUN_R1_E4,MINIGUN_R1_E5,0,LEVEL_UP,R1_E5_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,40,404,427,DAMAGE_MINIGUN,0
1317153,MINIGUN_R2_E1,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,1,2,1,0,SC_ITEM,23265,23265,R2_E1_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,28,35,61,MINIGUN_R2_E5,MINIGUN_R2_E1,MINIGUN_R2_E2,MINIGUN_R2_E3,MINIGUN_R2_E4,MINIGUN_R2_E5,0,LEVEL_UP,R2_E1_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,0,316,366,DAMAGE_MINIGUN,0
1317410,MINIGUN_R2_E2,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,2,2,2,1,SC_ITEM,130284,130284,R2_E2_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,35,42,61,MINIGUN_R2_E5,MINIGUN_R2_E1,MINIGUN_R2_E2,MINIGUN_R2_E3,MINIGUN_R2_E4,MINIGUN_R2_E5,0,LEVEL_UP,R2_E2_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,10,372,420,DAMAGE_MINIGUN,0
1317667,MINIGUN_R2_E3,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,3,2,3,1,SC_ITEM,237303,237303,R2_E3_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,42,49,61,MINIGUN_R2_E5,MINIGUN_R2_E1,MINIGUN_R2_E2,MINIGUN_R2_E3,MINIGUN_R2_E4,MINIGUN_R2_E5,0,LEVEL_UP,R2_E3_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,20,425,473,DAMAGE_MINIGUN,0
1317924,MINIGUN_R2_E4,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,4,2,4,2,SC_ITEM,344322,344322,R2_E4_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,49,56,61,MINIGUN_R2_E5,MINIGUN_R2_E1,MINIGUN_R2_E2,MINIGUN_R2_E3,MINIGUN_R2_E4,MINIGUN_R2_E5,0,LEVEL_UP,R2_E4_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,30,478,525,DAMAGE_MINIGUN,0
1318181,MINIGUN_R2_E5,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,5,2,5,2,SC_ITEM,451341,451341,R2_E5_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,56,61,61,MINIGUN_R2_E5,MINIGUN_R2_E1,MINIGUN_R2_E2,MINIGUN_R2_E3,MINIGUN_R2_E4,MINIGUN_R2_E5,0,LEVEL_UP,R2_E5_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,40,530,578,DAMAGE_MINIGUN,0
1318449,MINIGUN_R3_E1,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,1,3,1,1,SC_ITEM,319770,319770,R3_E1_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,33,41,72,MINIGUN_R3_E5,MINIGUN_R3_E1,MINIGUN_R3_E2,MINIGUN_R3_E3,MINIGUN_R3_E4,MINIGUN_R3_E5,0,LEVEL_UP,R3_E1_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,0,334,410,DAMAGE_MINIGUN,0
1318706,MINIGUN_R3_E2,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,2,3,2,2,SC_ITEM,639540,639540,R3_E2_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,41,49,72,MINIGUN_R3_E5,MINIGUN_R3_E1,MINIGUN_R3_E2,MINIGUN_R3_E3,MINIGUN_R3_E4,MINIGUN_R3_E5,0,LEVEL_UP,R3_E2_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,10,418,485,DAMAGE_MINIGUN,0
1318963,MINIGUN_R3_E3,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,3,3,3,3,SC_ITEM,959310,959310,R3_E3_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,49,57,72,MINIGUN_R3_E5,MINIGUN_R3_E1,MINIGUN_R3_E2,MINIGUN_R3_E3,MINIGUN_R3_E4,MINIGUN_R3_E5,0,LEVEL_UP,R3_E3_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,20,492,558,DAMAGE_MINIGUN,0
1319220,MINIGUN_R3_E4,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,4,3,4,3,SC_ITEM,1279080,1279080,R3_E4_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,57,65,72,MINIGUN_R3_E5,MINIGUN_R3_E1,MINIGUN_R3_E2,MINIGUN_R3_E3,MINIGUN_R3_E4,MINIGUN_R3_E5,0,LEVEL_UP,R3_E4_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,30,565,632,DAMAGE_MINIGUN,0
1319477,MINIGUN_R3_E5,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,5,3,5,3,SC_ITEM,1598850,1598850,R3_E5_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,65,72,72,MINIGUN_R3_E5,MINIGUN_R3_E1,MINIGUN_R3_E2,MINIGUN_R3_E3,MINIGUN_R3_E4,MINIGUN_R3_E5,0,LEVEL_UP,R3_E5_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,40,639,706,DAMAGE_MINIGUN,0
1319745,MINIGUN_R4_E1,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,1,4,1,2,SC_ITEM,1485000,1485000,R4_E1_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,39,48,83,MINIGUN_R4_E5,MINIGUN_R4_E1,MINIGUN_R4_E2,MINIGUN_R4_E3,MINIGUN_R4_E4,MINIGUN_R4_E5,0,LEVEL_UP,R4_E1_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,0,353,444,DAMAGE_MINIGUN,0
1320002,MINIGUN_R4_E2,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,2,4,2,3,SC_ITEM,2286900,2286900,R4_E2_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,48,57,83,MINIGUN_R4_E5,MINIGUN_R4_E1,MINIGUN_R4_E2,MINIGUN_R4_E3,MINIGUN_R4_E4,MINIGUN_R4_E5,0,LEVEL_UP,R4_E2_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,10,454,563,DAMAGE_MINIGUN,0
1320259,MINIGUN_R4_E3,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,3,4,3,3,SC_ITEM,3088800,3088800,R4_E3_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,57,66,83,MINIGUN_R4_E5,MINIGUN_R4_E1,MINIGUN_R4_E2,MINIGUN_R4_E3,MINIGUN_R4_E4,MINIGUN_R4_E5,0,LEVEL_UP,R4_E3_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,20,575,664,DAMAGE_MINIGUN,0
1320516,MINIGUN_R4_E4,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,4,4,4,4,SC_ITEM,3890700,3890700,R4_E4_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,66,75,83,MINIGUN_R4_E5,MINIGUN_R4_E1,MINIGUN_R4_E2,MINIGUN_R4_E3,MINIGUN_R4_E4,MINIGUN_R4_E5,0,LEVEL_UP,R4_E4_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,30,674,763,DAMAGE_MINIGUN,0
1320773,MINIGUN_R4_E5,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,5,4,5,4,SC_ITEM,4692600,4692600,R4_E5_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,75,83,83,MINIGUN_R4_E5,MINIGUN_R4_E1,MINIGUN_R4_E2,MINIGUN_R4_E3,MINIGUN_R4_E4,MINIGUN_R4_E5,0,LEVEL_UP,R4_E5_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,40,773,862,DAMAGE_MINIGUN,0
1321041,MINIGUN_R5_E1,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,1,5,1,3,SC_ITEM,3484800,3484800,R5_E1_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,68,75,101,MINIGUN_R5_E5,MINIGUN_R5_E1,MINIGUN_R5_E2,MINIGUN_R5_E3,MINIGUN_R5_E4,MINIGUN_R5_E5,0,LEVEL_UP,R5_E1_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,0,674,772,DAMAGE_MINIGUN,0
1321298,MINIGUN_R5_E2,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,2,5,2,3,SC_ITEM,5044248,5044248,R5_E2_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,75,82,101,MINIGUN_R5_E5,MINIGUN_R5_E1,MINIGUN_R5_E2,MINIGUN_R5_E3,MINIGUN_R5_E4,MINIGUN_R5_E5,0,LEVEL_UP,R5_E2_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,10,783,843,DAMAGE_MINIGUN,0
1321555,MINIGUN_R5_E3,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,3,5,3,4,SC_ITEM,6603696,6603696,R5_E3_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,82,89,101,MINIGUN_R5_E5,MINIGUN_R5_E1,MINIGUN_R5_E2,MINIGUN_R5_E3,MINIGUN_R5_E4,MINIGUN_R5_E5,0,LEVEL_UP,R5_E3_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,20,850,910,DAMAGE_MINIGUN,0
1321812,MINIGUN_R5_E4,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,4,5,4,4,SC_ITEM,8163144,8163144,R5_E4_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,89,96,101,MINIGUN_R5_E5,MINIGUN_R5_E1,MINIGUN_R5_E2,MINIGUN_R5_E3,MINIGUN_R5_E4,MINIGUN_R5_E5,0,LEVEL_UP,R5_E4_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,30,917,976,DAMAGE_MINIGUN,0
1322069,MINIGUN_R5_E5,ITEM_MINIGUN,CATEGORY_MINIGUN,ITEM_MINIGUN_DESCRIPTION,items/item_minigun,crew/crew_engineer_iteminfo,ATTACK,1,,5,5,5,4,SC_ITEM,9722592,9722592,R5_E5_SALVAGE_ATTACK,TEXT_DAMAGE_DECIMAL,stats/stat_damage,96,101,101,MINIGUN_R5_E5,MINIGUN_R5_E1,MINIGUN_R5_E2,MINIGUN_R5_E3,MINIGUN_R5_E4,MINIGUN_R5_E5,0,LEVEL_UP,R5_E5_COST,SKILL,MINIGUN_SKILL,weapons/MiniGun_1,-1,40,983,1044,DAMAGE_MINIGUN,0
1316113,PROTECT_SHIELD_R1_E1,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,1,1,1,0,SC_ITEM,2556,2556,R1_E1_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,893,957,1249,PROTECT_SHIELD_R1_E5,PROTECT_SHIELD_R1_E1,PROTECT_SHIELD_R1_E2,PROTECT_SHIELD_R1_E3,PROTECT_SHIELD_R1_E4,PROTECT_SHIELD_R1_E5,-1,LEVEL_UP,R1_E1_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,0,300,326,,0
1316370,PROTECT_SHIELD_R1_E2,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,2,1,2,0,SC_ITEM,22488,22488,R1_E2_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,964,1028,1249,PROTECT_SHIELD_R1_E5,PROTECT_SHIELD_R1_E1,PROTECT_SHIELD_R1_E2,PROTECT_SHIELD_R1_E3,PROTECT_SHIELD_R1_E4,PROTECT_SHIELD_R1_E5,-1,LEVEL_UP,R1_E2_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,10,329,352,,0
1316627,PROTECT_SHIELD_R1_E3,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,3,1,3,1,SC_ITEM,42421,42421,R1_E3_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1035,1099,1249,PROTECT_SHIELD_R1_E5,PROTECT_SHIELD_R1_E1,PROTECT_SHIELD_R1_E2,PROTECT_SHIELD_R1_E3,PROTECT_SHIELD_R1_E4,PROTECT_SHIELD_R1_E5,-1,LEVEL_UP,R1_E3_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,20,354,377,,0
1316884,PROTECT_SHIELD_R1_E4,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,4,1,4,1,SC_ITEM,62353,62353,R1_E4_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1106,1170,1249,PROTECT_SHIELD_R1_E5,PROTECT_SHIELD_R1_E1,PROTECT_SHIELD_R1_E2,PROTECT_SHIELD_R1_E3,PROTECT_SHIELD_R1_E4,PROTECT_SHIELD_R1_E5,-1,LEVEL_UP,R1_E4_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,30,379,402,,0
1317141,PROTECT_SHIELD_R1_E5,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,5,1,5,1,SC_ITEM,82286,82286,R1_E5_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1177,1249,1249,PROTECT_SHIELD_R1_E5,PROTECT_SHIELD_R1_E1,PROTECT_SHIELD_R1_E2,PROTECT_SHIELD_R1_E3,PROTECT_SHIELD_R1_E4,PROTECT_SHIELD_R1_E5,-1,LEVEL_UP,R1_E5_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,40,404,427,,0
1317409,PROTECT_SHIELD_R2_E1,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,1,2,1,0,SC_ITEM,24022,24022,R2_E1_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,951,1083,1682,PROTECT_SHIELD_R2_E5,PROTECT_SHIELD_R2_E1,PROTECT_SHIELD_R2_E2,PROTECT_SHIELD_R2_E3,PROTECT_SHIELD_R2_E4,PROTECT_SHIELD_R2_E5,-1,LEVEL_UP,R2_E1_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,0,316,366,,0
1317666,PROTECT_SHIELD_R2_E2,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,2,2,2,1,SC_ITEM,134519,134519,R2_E2_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1097,1229,1682,PROTECT_SHIELD_R2_E5,PROTECT_SHIELD_R2_E1,PROTECT_SHIELD_R2_E2,PROTECT_SHIELD_R2_E3,PROTECT_SHIELD_R2_E4,PROTECT_SHIELD_R2_E5,-1,LEVEL_UP,R2_E2_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,10,372,420,,0
1317923,PROTECT_SHIELD_R2_E3,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,3,2,3,1,SC_ITEM,245016,245016,R2_E3_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1243,1375,1682,PROTECT_SHIELD_R2_E5,PROTECT_SHIELD_R2_E1,PROTECT_SHIELD_R2_E2,PROTECT_SHIELD_R2_E3,PROTECT_SHIELD_R2_E4,PROTECT_SHIELD_R2_E5,-1,LEVEL_UP,R2_E3_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,20,425,473,,0
1318180,PROTECT_SHIELD_R2_E4,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,4,2,4,2,SC_ITEM,355513,355513,R2_E4_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1389,1521,1682,PROTECT_SHIELD_R2_E5,PROTECT_SHIELD_R2_E1,PROTECT_SHIELD_R2_E2,PROTECT_SHIELD_R2_E3,PROTECT_SHIELD_R2_E4,PROTECT_SHIELD_R2_E5,-1,LEVEL_UP,R2_E4_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,30,478,525,,0
1318437,PROTECT_SHIELD_R2_E5,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,5,2,5,2,SC_ITEM,466010,466010,R2_E5_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1535,1682,1682,PROTECT_SHIELD_R2_E5,PROTECT_SHIELD_R2_E1,PROTECT_SHIELD_R2_E2,PROTECT_SHIELD_R2_E3,PROTECT_SHIELD_R2_E4,PROTECT_SHIELD_R2_E5,-1,LEVEL_UP,R2_E5_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,40,530,578,,0
1318705,PROTECT_SHIELD_R3_E1,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,1,3,1,1,SC_ITEM,330163,330163,R3_E1_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1009,1197,2049,PROTECT_SHIELD_R3_E5,PROTECT_SHIELD_R3_E1,PROTECT_SHIELD_R3_E2,PROTECT_SHIELD_R3_E3,PROTECT_SHIELD_R3_E4,PROTECT_SHIELD_R3_E5,-1,LEVEL_UP,R3_E1_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,0,334,410,,0
1318962,PROTECT_SHIELD_R3_E2,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,2,3,2,2,SC_ITEM,660326,660326,R3_E2_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1217,1405,2049,PROTECT_SHIELD_R3_E5,PROTECT_SHIELD_R3_E1,PROTECT_SHIELD_R3_E2,PROTECT_SHIELD_R3_E3,PROTECT_SHIELD_R3_E4,PROTECT_SHIELD_R3_E5,-1,LEVEL_UP,R3_E2_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,10,418,485,,0
1319219,PROTECT_SHIELD_R3_E3,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,3,3,3,3,SC_ITEM,990488,990488,R3_E3_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1425,1613,2049,PROTECT_SHIELD_R3_E5,PROTECT_SHIELD_R3_E1,PROTECT_SHIELD_R3_E2,PROTECT_SHIELD_R3_E3,PROTECT_SHIELD_R3_E4,PROTECT_SHIELD_R3_E5,-1,LEVEL_UP,R3_E3_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,20,492,558,,0
1319476,PROTECT_SHIELD_R3_E4,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,4,3,4,3,SC_ITEM,1320651,1320651,R3_E4_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1633,1821,2049,PROTECT_SHIELD_R3_E5,PROTECT_SHIELD_R3_E1,PROTECT_SHIELD_R3_E2,PROTECT_SHIELD_R3_E3,PROTECT_SHIELD_R3_E4,PROTECT_SHIELD_R3_E5,-1,LEVEL_UP,R3_E4_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,30,565,632,,0
1319733,PROTECT_SHIELD_R3_E5,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,5,3,5,3,SC_ITEM,1650813,1650813,R3_E5_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1841,2049,2049,PROTECT_SHIELD_R3_E5,PROTECT_SHIELD_R3_E1,PROTECT_SHIELD_R3_E2,PROTECT_SHIELD_R3_E3,PROTECT_SHIELD_R3_E4,PROTECT_SHIELD_R3_E5,-1,LEVEL_UP,R3_E5_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,40,639,706,,0
1320001,PROTECT_SHIELD_R4_E1,ITEM_PROTECT_SHIELD,CATEGORY_PROTECT_SHIELD,ITEM_PROTECT_SHIELD_DESCRIPTION,items/item_defense_2,crew/crew_scientist_iteminfo,PROTECT,2,,1,4,1,2,SC_ITEM,1533263,1533263,R4_E1_SALVAGE_PROTECT,TEXT_HITPOINTS,stats/stat_health,1101,1353,2498,PROTECT_SHIELD_R4_E5,PROTECT_SHIELD_R4_E1,PROTECT_SHIELD_R4_E2,PROTECT_SHIELD_R4_E3,PROTECT_SHIELD_R4_E4,PROTECT_SHIELD_R4_E5,-1,LEVEL_UP,R4_E1_COST,SKILL,AIR_SHIELD,passive_items/DefenseWall_Item,-1,0,353,444,,0
